DTXSID	canonical SMILES
DTXSID0024216	Clc1cccc(C(Cl)(Cl)Cl)n1
DTXSID0025363	O=C(O)CO
DTXSID0025816	O=C(O)C(=O)O
DTXSID0025864	CCOc1ccc(N)cc1
DTXSID0023745	OC1COC(O)C(O)C1O
DTXSID0023901	CC(C)N1C(=O)c2ccccc2NS1(=O)=O
DTXSID0023951	CC1=C(C(=O)Nc2ccccc2)SCCO1
DTXSID0024052	CC1=C(C)S(=O)(=O)CCS1(=O)=O
DTXSID0022014	COc1ccc(OC)cc1
DTXSID0022480	CCc1cccc(O)c1
DTXSID0023113	COc1ccccc1O
DTXSID8040721	O=C1CCC(C2CCCCC2)CC1
DTXSID8024109	CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1
DTXSID8024234	CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl
DTXSID8023632	O=C(O)C(O)C(O)C(=O)O
DTXSID8023719	Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
DTXSID8023848	CCOCN(C(=O)CCl)c1c(C)cccc1CC
DTXSID8023977	Cc1ccccc1Cl
DTXSID8021856	CCCCc1ccc(N)cc1
DTXSID8021804	CCOC(=O)c1ccc(N)cc1
DTXSID8021808	Cc1ccccc1O
DTXSID8022111	CCC(=O)Nc1ccc(Cl)c(Cl)c1
DTXSID8021515	CCCC(=O)O
DTXSID3021277	C/C=C/C=C/C(=O)O
DTXSID9024930	Cc1ccc(N)c(N)c1
DTXSID9022524	O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
DTXSID9022817	Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c1C2=O
DTXSID9024194	Cc1cc(Cl)ccc1OC(C)C(=O)O
DTXSID2025050	NCCNCCN
DTXSID3021518	O=C(O)/C=C/C(=O)O
DTXSID3021643	CCCCCCCC=O
DTXSID3021726	NC(=O)c1ccccc1O
DTXSID3021932	OCCNCCO
DTXSID3020910	CS(=O)(=O)OCCCCOS(C)(=O)=O
DTXSID3020966	O=C(O)c1ccc([N+](=O)[O-])cc1
DTXSID9024699	CC(C)(C)OOC(=O)c1ccccc1
DTXSID2032554	CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl
DTXSID3021358	Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
DTXSID3021641	CCCCCCCCC(=O)O
DTXSID3020625	CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
DTXSID3020679	ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl
DTXSID3020887	Cc1ccc2ncccc2c1
DTXSID3020916	Nc1cccc2c(N)cccc12
DTXSID3020889	C=Cc1ccc(C)cc1
DTXSID2029167	CNC(=S)[S-].[Na+]
DTXSID9040342	CCC1COC(=O)O1
DTXSID9026841	CCCCCCOC(=O)CCCCC(=O)OCCCCCC
DTXSID2041709	Cc1cc(S(=O)(=O)[O-])ccc1N/N=C1/C(=O)C=Cc2ccccc21.[Na+]
DTXSID2027593	Clc1ccc(C(Cl)(Cl)Cl)cc1
DTXSID8034376	CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1.O=C([O-])c1ccccc1
DTXSID8034401	CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C
DTXSID8034665	CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O
DTXSID8034588	CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O
DTXSID8034871	CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl
DTXSID2029616	c1c[nH]cn1
DTXSID2029874	CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
DTXSID2027204	CN=C=S
DTXSID2027466	O=C(OCC1CCC2OC2C1)C1CCC2OC2C1
DTXSID0027195	CCCCCCCCCCCCCCCC
DTXSID2044713	N=C1C=CC2=CC(S(=O)(=O)[O-])=CC(=O)C2=C1NNc1ccccc1C(F)(F)F.[Na+]
DTXSID3020093	COc1ccc(N)cc1.[Cl-].[H+]
DTXSID2041200	CC(CN/C=C1/C=CC=CC1=O)N/C=C1/C=CC=CC1=O
DTXSID9025451	CC(=O)/C=C/C1=C(C)CCCC1(C)C
DTXSID9025453	CC(=O)OCCC(C)C
DTXSID9025796	CCCCCCCCC
DTXSID9026689	CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O
DTXSID9024063	Cc1cccc(C)c1O
DTXSID9024065	O=[N+]([O-])c1cccc([N+](=O)[O-])c1
DTXSID9024489	Cc1ccc(N)cc1O
DTXSID0032316	Cc1cc(O)cc(C)c1Cl
DTXSID7026285	COc1ccc(C=O)cc1OC
DTXSID7026156	Cc1ccc(N=C=O)cc1N=C=O
DTXSID7026946	C=CC(C)(CCC=C(C)C)OC(C)=O
DTXSID0034300	CC(=NC#N)N(C)Cc1ccc(Cl)nc1
DTXSID0034518	CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1
DTXSID0035748	Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2.[Cl-]
DTXSID0034930	CCOP(=O)(SC(C)CC)N1CCSC1=O
DTXSID0032572	C#CCC1=C(C)C(OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O
DTXSID0032655	CC1(C)CC/C(=C/c2ccc(Cl)cc2)C1(O)Cn1cncn1
DTXSID0034229	CCCCC[C@H]1CCC(=O)O1
DTXSID0029133	CC(=O)c1ccc(O)cc1
DTXSID0029761	O.O.O=c1[n-]c(=O)n(Cl)c(=O)n1Cl.[Na+]
DTXSID7026102	O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21
DTXSID0027222	CC1=CCC(=C(C)C)CC1
DTXSID0027856	CCC(O)OC(O)CC
DTXSID7040788	COc1ccc(O)c(C(C)(C)C)c1
DTXSID7041675	CC(=O)OC1CC2CCC1(C)C2(C)C
DTXSID7041623	O=C(Nc1ccccc1)c1ccccc1I
DTXSID7042190	CCCCCCCCCC[N+](C)(C)[O-]
DTXSID7037551	CN(C)C(=O)Nc1ccccc1
DTXSID7032688	CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
DTXSID7035272	CC(C)c1ccc2cc(C(C)C)ccc2c1
DTXSID7034676	CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1
DTXSID7032470	CCNP(=S)(OC)O/C(C)=C\C(=O)OC(C)C
DTXSID7027756	OCc1cccc(Oc2ccccc2)c1
DTXSID0041484	CC/C=C\CCOC(C)=O
DTXSID0041981	O=C(O)CF
DTXSID0041567	CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O
DTXSID0042169	CCCCCCCCCCCCCOP(=O)(O)O
DTXSID0042167	O=C([O-])c1ccccc1C(=O)O.[K+]
DTXSID0038887	O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
DTXSID0040701	CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC
DTXSID7029661	CC(CCO)CC(C)(C)C
DTXSID7029241	CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1
DTXSID7030060	CC(C)(Cl)Cl
DTXSID7030307	Nc1cc(Cl)cc(Cl)c1
DTXSID7032555	C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21
DTXSID7027833	CCc1cccc(C)c1N
DTXSID7027837	CCC(O)OCC(C)OC(O)CC
DTXSID7029110	CCC(C)(O)CCCC(C)C
DTXSID7029162	CC1(C)C(=O)N(Br)C(=O)N1Cl
DTXSID7029164	CC(C)COC(=O)CC(C(=O)OCC(C)C)S(=O)(=O)[O-].[Na+]
DTXSID7026811	Sc1ccccc1
DTXSID7026867	O=C(O)CCCCCCCCC(=O)O
DTXSID7027041	CC(C)CC(C)(O)C#CC(C)(O)CC(C)C
DTXSID7026994	CCCCCCCCCCCCc1ccccc1
DTXSID7027540	CCCCNS(=O)(=O)c1ccccc1
DTXSID7027461	NNC(=S)NN
DTXSID8020759	CC1=CC(=O)CC(C)(C)C1
DTXSID8044593	[Cl-].c1ccc(C[n+]2cccc3ccccc32)cc1
DTXSID8045191	CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.[Cl-].[H+]
DTXSID8047185	CC(C)CCOC(=O)c1ccccc1
DTXSID9020087	C/C=C/c1ccc(OC)cc1
DTXSID8042189	CC(C)N(c1ccccc1)C(C)C
DTXSID8042507	NC(=O)Nc1ccccc1
DTXSID8021199	CCCCN(CC)C(=O)SCCC
DTXSID8020466	CCNC(=S)NCC
DTXSID8020620	COP(=S)(OC)Oc1ccc(SC)c(C)c1
DTXSID8020127	Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
DTXSID8020121	[N-]=[N+]=[N-].[Na+]
DTXSID8020381	CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br
DTXSID8020591	CCOC(=O)C1OC1(C)c1ccccc1
DTXSID7042273	CC(C)c1ccc(O)c(C(C)C)c1
DTXSID7042061	CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C
DTXSID7044390	CNC(=S)NN
DTXSID0026171	Cc1cccc2n[nH]nc12
DTXSID0026880	CC(=O)OCCOC(C)=O
DTXSID0026838	CCCCCCCCCCCCCC(=O)OC(C)C
DTXSID0027014	CCCCCCC(C)O
DTXSID8027402	COC(=O)c1cccc(C(=O)OC)c1
DTXSID7032630	c1ccc(CNc2ncnc3nc[nH]c23)cc1
DTXSID8020915	O=C(O)Cc1cccc2ccccc12
DTXSID8020969	CC[N+](=O)[O-]
DTXSID8020961	Nc1ccc([N+](=O)[O-])cc1
DTXSID8021195	O=S1(=O)CCCO1
DTXSID8021062	O=NN1CCCC1
DTXSID8035423	Cc1ccc(C)c2ccccc12
DTXSID8032544	CCCOC(=O)c1ccc(C(=O)OCCC)nc1
DTXSID8031865	O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID8031863	O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID8032673	COc1cc(OC)nc(Sc2cccc(Cl)c2C(=O)[O-])n1.[Na+]
DTXSID1026031	CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
DTXSID8027826	O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)[O-])OC1CCCCC1.[Na+]
DTXSID8029105	Cc1ccc(S(N)(=O)=O)cc1
DTXSID8029600	C=C(C)C(N)=O
DTXSID8029650	CC1CCC(C(C)C)C(O)C1
DTXSID8029159	CC(C)CC(C)CC(O)CC(C)C
DTXSID9020089	Clc1nc(Cl)nc(Nc2ccccc2Cl)n1
DTXSID9020164	OCC(CO)(CBr)CBr
DTXSID9020295	Nc1ccc(Cl)cc1
DTXSID2022123	C=CC(=O)OCCO
DTXSID2022171	CCCCCCCCCCN
DTXSID2021943	CCCCCCCCCC(C)=O
DTXSID2022048	O=c1cc(-c2ccccc2)oc2ccccc12
DTXSID2021993	c1ccc2c(c1)oc1ccccc12
DTXSID2021286	c1ccc(C2CO2)cc1
DTXSID2021311	CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
DTXSID2021440	C=CN1CCCC1=O
DTXSID2021739	CCCO
DTXSID2021602	CCCCCCCCCCCCCCCC(=O)O
DTXSID2021735	CS(C)=O
DTXSID2021028	CCN(CC)N=O
DTXSID2022331	CCC(C)c1ccccc1O
DTXSID2021026	CCCCN(CCCC)N=O
DTXSID2021103	COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
DTXSID2021151	Oc1ccccc1-c1ccccc1
DTXSID4020820	Cn1cc[nH]c1=S
DTXSID4020959	Cc1ccc([N+](=O)[O-])cc1N
DTXSID4020828	COc1ccc(O)cc1
DTXSID4020870	Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1
DTXSID4020450	OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl
DTXSID4020664	OCC(O)CCl
DTXSID4020402	Cc1ccc(N)cc1N
DTXSID4020666	OCC1CO1
DTXSID3041293	CN(C)Cc1ccccc1O
DTXSID3029154	O=C1CCCC1
DTXSID3025469	CC(C)CCO
DTXSID3026223	CC(=O)OCCOCCOCCOC(C)=O
DTXSID3026065	CCN(CC)c1ccc([C+](c2ccc(N(CC)CC)cc2)c2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])cc1.[Na+]
DTXSID3026641	O=C(Cl)c1cccc(C(=O)Cl)c1
DTXSID3026514	O=C1NC(=O)c2ccccc21
DTXSID3026645	Cc1ccc(C(C)C)cc1
DTXSID3041794	CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12
DTXSID3041661	N#Cc1ccccc1O
DTXSID3041954	CCCCCC(=O)CC
DTXSID3042130	c1ccc([Hg]c2ccccc2)cc1
DTXSID3042390	[Na+].[O-]n1ccccc1=S
DTXSID4020791	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
DTXSID3041299	CCCCCCC1(C)CCC(=O)O1
DTXSID3041409	O=C(CCl)Nc1ccccc1
DTXSID3041530	CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+]
DTXSID3041611	CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(O)=C(O)C1=O
DTXSID3036288	CCCCCCCCCCC(CO)CCCCCCCC
DTXSID3037541	O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
DTXSID3037208	O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+]
DTXSID3037709	O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
DTXSID3037707	O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
DTXSID3034664	COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1
DTXSID2021995	CCN(CC)C(=O)c1cccc(C)c1
DTXSID4021842	ON=C1CCCCC1
DTXSID4021975	c1ccc(Nc2ccccc2)cc1
DTXSID2020713	NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
DTXSID2020268	O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl
DTXSID2020426	Nc1c(Cl)cc([N+](=O)[O-])cc1Cl
DTXSID2020347	CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1
DTXSID2020420	C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1
DTXSID2020505	CN(C)CCO
DTXSID1048203	CCC(=O)c1ccc(Cl)cc1
DTXSID1048209	CC(C)(C)C(=O)c1ccccc1
DTXSID4021921	OCC#CCO
DTXSID1026081	CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1
DTXSID1047310	Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1
DTXSID1047576	CN1C(=O)CCC1c1cccnc1
DTXSID1048178	CCCCc1nc2c(n1Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)N=C[CH-]C2.[Na+]
DTXSID1048201	O=C(c1ccccc1)C1CCC1
DTXSID4029145	COC(=O)CC(=O)OC
DTXSID4029698	O=S(=O)([O-])OOS(=O)(=O)[O-].[Na+].[Na+]
DTXSID4027282	ClP(Cl)c1ccccc1
DTXSID4027496	O=C(C[O-])Oc1ccc(Cl)cc1Cl.[Na+]
DTXSID4027367	C=CCCCCCCCCCCCC
DTXSID4027525	CCCCC(CC)C(=O)[O-].[K+]
DTXSID4024145	CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C
DTXSID3047633	CCCCCCCC/C=C/CCCCCCCC(=O)OCC
DTXSID4020240	O=C1CCCCCN1
DTXSID4020119	Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
DTXSID4020371	Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
DTXSID3042219	CCCc1ccccc1
DTXSID3044203	CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.[Cl-].[H+]
DTXSID4024062	Cc1ccc(O)cc1C
DTXSID4024272	CSc1nc(NC(C)C)nc(NC(C)C)n1
DTXSID4024274	CC(C)N(C(=O)CCl)c1ccccc1
DTXSID3029289	CCC12COCN1COC2
DTXSID4024436	COc1cc(S(=O)(=O)[O-])c(C)cc1N/N=C1/C(=O)C=Cc2cc(S(=O)(=O)[O-])ccc21.[Na+].[Na+]
DTXSID4024721	CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2
DTXSID4022731	NC(=O)N1c2ccccc2C=Cc2ccccc21
DTXSID4022529	COC(=O)c1ccc(O)cc1
DTXSID4023541	Cc1ncc(CO)c(CO)c1O
DTXSID4024143	O=C=NCCCCCCN=C=O
DTXSID4024193	Cc1cc(Cl)ccc1OCCCC(=O)O
DTXSID4021848	CCNc1cccc(C)c1
DTXSID4022020	CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O
DTXSID4022361	C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
DTXSID4022446	Oc1ccccc1Cc1ccccc1O
DTXSID4021185	C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
DTXSID9034286	Cn1sc(Cl)cc1=O.[Cl-].[H+]
DTXSID2034590	CSC1=N[C@@](C)(c2ccccc2)C(=O)N1Nc1ccccc1
DTXSID2034625	CO/N=C(/C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F
DTXSID2034465	CN=C(NCc1cnc(Cl)s1)N[N+](=O)[O-]
DTXSID2034673	COC(=O)c1ccc(I)cc1S(=O)([O-])=NC(=O)Nc1nc(C)nc(OC)n1.[Na+]
DTXSID2034881	Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1
DTXSID2032556	COC(=O)CSc1cc(N=c2sc(=O)n3n2CCCC3)c(F)cc1Cl
DTXSID2029325	CCCCCC1C(=O)CCC1CC(=O)OC
DTXSID5024059	Cc1cc(-c2ccc(N)c(C)c2)ccc1N
DTXSID9034490	N#CN
DTXSID9034492	Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1
DTXSID9034864	CCCOc1nn(C(=O)N=S(=O)([O-])c2ccccc2C(=O)OC)c(=O)n1C.[Na+]
DTXSID9034232	CC(Oc1cccc(Cl)c1)C(=O)O
DTXSID9034282	O=C(O)COc1ccc(Cl)cc1
DTXSID9040710	C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
DTXSID9029302	CCCCCC(CO)CCC
DTXSID9027360	NC(=O)[O-].O.[NH4+]
DTXSID9027441	CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1
DTXSID9029221	O=C(O)c1nc(Cl)ccc1Cl
DTXSID0020107	COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O
DTXSID9026342	OCCc1ccccc1
DTXSID9026500	CC(C=O)Cc1ccc(C(C)(C)C)cc1
DTXSID9027312	CC(O)COc1ccccc1
DTXSID9048512	O=C(CCCCCCCCc1cccnc1)N1CCC(C=C(c2ccccc2)c2ccccc2)CC1
DTXSID2042276	CCOc1ccccc1O
DTXSID2042436	COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)[O-].[Na+]
DTXSID2042060	CC1(C)[C@H]2CC[C@@]1(C)[C@H](O)C2
DTXSID2042062	CCC(=O)OC1CC2CCC1(C)C2(C)C
DTXSID2042191	CNC(=S)NC
DTXSID2044391	CC(C)c1ccccc1O
DTXSID2040361	CNC(=S)[S-].[Na+]
DTXSID2041389	CC(=O)c1ccc2ccccc2c1
DTXSID2034700	Cc1cc(Cl)ccc1OCC(=O)[O-].[Na+]
DTXSID9047598	C=CCc1cc(S(=O)(=O)c2ccc(O)c(CC=C)c2)ccc1O
DTXSID9044663	CC(=O)Nc1cc(S(=O)(=O)[O-])cc2c1C(=O)/C(=N/Nc1ccccc1)C(S(=O)(=O)[O-])=C2.[Na+].[Na+]
DTXSID9044742	NCCOCCOCCN
DTXSID9044823	C=C(C)C(=O)[O-].[Na+]
DTXSID9041368	CCC1(C)NC(=O)NC1=O
DTXSID9041491	OC/C=C\c1ccccc1
DTXSID9041815	CC1CC(O)CC(C)(C)C1
DTXSID9041653	COC(=O)c1c(C)cc(O)c(C)c1O
DTXSID9036933	F[Si-2](F)(F)(F)(F)F.[Na+].[Na+]
DTXSID2032639	CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1
DTXSID9040001	COC(=O)c1ccccc1C(=O)O
DTXSID2024163	CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1
DTXSID2026997	COc1ccc(C=O)cc1
DTXSID2027200	c1cc(-c2ccncc2)ccn1
DTXSID2025505	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
DTXSID2026525	CC(C)(C)c1ccccc1O
DTXSID2025133	Cc1ccc([N+](=O)[O-])cc1C
DTXSID2025347	OCc1ccco1
DTXSID2025478	CC(=O)OC(C)C
DTXSID2023193	OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
DTXSID2023723	NC(CO)(CO)CO
DTXSID2024242	CC(C)(C)[C@@H](O)C(Cc1ccc(Cl)cc1)n1cncn1.CC(C)(C)[C@H](O)C(Cc1ccc(Cl)cc1)n1cncn1
DTXSID2026789	CC1COC(=O)O1
DTXSID3032591	CC1(C)C(=O)N(Cl)C(=O)N1Br
DTXSID3032620	O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1
DTXSID3032628	COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C
DTXSID3034531	CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC
DTXSID3034583	CCOC(=O)Cc1cccc2ccccc12
DTXSID3029572	CC1COc2ccccc2N1C(=O)C(Cl)Cl
DTXSID3031864	O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID3026647	O=C(O)c1ccc(O)cc1
DTXSID3025122	COC(=O)CCCC(=O)OC
DTXSID9027364	CCCCCCCC(=O)N(C)C
DTXSID9025293	CCCCC(CC)C(=O)O
DTXSID3020964	O=[N+]([O-])c1ccccc1
DTXSID3020207	CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
DTXSID3020257	Oc1ccccc1O
DTXSID3020332	O=C(O)CC(O)(CC(=O)O)C(=O)O
DTXSID3020336	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
DTXSID3020415	BrCCBr
DTXSID3020621	CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
DTXSID3024994	O=c1[n-]c(=O)n(Cl)c(=O)n1Cl.[Na+]
DTXSID3025178	NC(=Nc1ccccc1)Nc1ccccc1
DTXSID1047316	CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.[Cl-].[H+]
DTXSID3024316	CNC(=O)N(C)c1nnc(C(C)(C)C)s1
DTXSID3024289	c1cc2ccc3cccc4ccc(c1)c2c34
DTXSID3024657	OCCCBr
DTXSID3022588	Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1
DTXSID3023845	C1=Cc2cccc3cccc1c23
DTXSID3023897	CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1
DTXSID3021936	N#CCCCCC#N
DTXSID3021980	CCCCCC(=O)OCC
DTXSID3022405	COc1ccc(C(=O)c2ccccc2)c(O)c1
DTXSID1027920	CCCCN(CCCC)CCCCCCN(CCCC)CCCC
DTXSID5020869	CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1
DTXSID1033161	CNC(=O)O/N=C/C(C)(C)S(C)=O
DTXSID1033371	OC1CCCC1
DTXSID1034260	CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)[C-]3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.O.O.[Na+].[Na+]
DTXSID1032482	CCOP(=S)(Oc1cnc(C(C)(C)C)nc1)OC(C)C
DTXSID1032648	COP(=O)(OC)O/C(=C/Cl)c1cc(Cl)c(Cl)cc1Cl
DTXSID1030606	CC1=CC(=O)N=S(=O)([O-])O1.[K+]
DTXSID1032309	CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl
DTXSID1032511	CCN1CN(CC)CN(CC)C1
DTXSID1032513	Cc1cc(C)n(CO)n1
DTXSID1027899	Cc1ccc(S(=O)(=O)[O-])c(C)c1.[NH4+]
DTXSID5020730	Oc1cccc2cccnc12
DTXSID1029124	Cc1cc(C)c(C)cc1C
DTXSID1029128	OCC1CCCO1
DTXSID5025023	C1=CC2C3C=CC(C3)C2C1
DTXSID5025152	COC(=O)CCC(=O)OC
DTXSID5025659	COC(=O)c1ccccc1O
DTXSID5024057	CNC
DTXSID5024263	O=P(O)(O)O
DTXSID5024261	COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O
DTXSID5024394	CC(=O)O
DTXSID5024845	COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
DTXSID4042335	CCCCOC(=O)C(C)O
DTXSID4044828	C=CCCCCCCCCC(=O)OCC
DTXSID4044901	C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1
DTXSID4047252	O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1C[C@@H](O)[C@@H](O)C1)c1cc2cc(Cl)ccc2[nH]1
DTXSID4042096	OCC(O)C(O)C(O)C(O)CO
DTXSID4042206	CCCCCCCCCCCCN1CCCC1=O
DTXSID5021754	CC1(C)NC(=O)NC1=O
DTXSID5021831	Cc1cccc([N+](=O)[O-])c1
DTXSID4026183	CCCCN(CCCC)CCCC
DTXSID5021885	CC(O)CC(C)(C)O
DTXSID5021914	CC(=O)CCC(C)C
DTXSID5021386	Oc1c(Cl)cc(Cl)cc1Cl
DTXSID5021388	O=C(O)COc1cc(Cl)c(Cl)cc1Cl
DTXSID5021415	CC(O)CN(CC(C)O)CC(C)O
DTXSID5021590	CCCCCCCCCCCC(=O)O
DTXSID5021758	CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
DTXSID5021124	Oc1ccccc1
DTXSID5021209	CCCc1cc(=O)[nH]c(=S)[nH]1
DTXSID5021336	Cn1c(=O)c2[nH]cnc2n(C)c1=O
DTXSID5020570	O=C1C(O)=C(O)O[C@@H]1[C@H](O)C[O-].[Na+]
DTXSID5041516	CCc1occc(=O)c1O
DTXSID5044576	CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC
